Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
539-9974-000,3240 S HERMAN ST,Cape Cod,1950,1.0,"1,752",Brick,2,1,0,"5,400",2016-01,"204,900",4580,14
548-0620-000,3569 S PINE AV,Cape Cod,1941,1.5,"1,206",Aluminum / Vinyl,3,1,1,"4,838",2016-02,"188,000",4620,14
547-0537-000,1302 E TRIPOLI AV,Cape Cod,1950,1.0,"1,192",Aluminum / Vinyl,3,2,0,"5,670",2016-03,"154,000",4620,14
546-0121-000,1633 E TRIPOLI AV,Cape Cod,1951,1.0,"1,082",Aluminum / Vinyl,3,1,1,"5,332",2016-02,"153,000",4620,14
537-0208-000,3434 S 3RD ST,Cape Cod,1953,1.0,"1,041",Aluminum / Vinyl,4,1,0,"5,400",2016-01,"95,000",4580,14
538-0087-000,3408 S ADAMS AV,Cape Cod,1952,1.0,"1,004",Aluminum / Vinyl,3,1,0,"3,600",2016-03,"128,000",4580,14
547-1416-000,3764 S HANSON AV,Cape Cod,1949,1.0,947,Aluminum / Vinyl,3,1,0,"6,000",2016-02,"95,000",4620,14
546-0421-000,1712 E SAVELAND AV,Colonial,1890,2.0,"1,599",Aluminum / Vinyl,3,1,0,"4,200",2016-02,"110,000",4620,14
540-1024-200,1850 E FERNWOOD AV,Colonial,2004,2.0,"1,380",Aluminum / Vinyl,3,3,1,"3,540",2016-01,"269,900",4610,14
541-0130-000,2720 E FERNWOOD AV,Colonial,1920,2.0,"1,256",Aluminum / Vinyl,3,1,0,"3,200",2016-03,"215,000",4600,14
548-0613-000,3556 S TAYLOR AV,Colonial,1942,2.0,"1,098",Aluminum / Vinyl,2,1,0,"4,838",2016-01,"128,900",4620,14
466-1115-000,319 E STEWART ST,Cottage,1890,1.0,"1,386",Aluminum / Vinyl,4,1,0,"3,888",2016-01,"132,500",4510,14
466-1219-000,2139 S MOUND ST,Cottage,1900,1.0,"1,260",Frame,3,1,0,"4,290",2016-03,"175,000",4510,14
539-0929-000,3446 S LENOX ST,Cottage,1895,1.0,"1,014",Aluminum / Vinyl,3,2,0,"3,936",2016-01,"176,000",4580,14
582-0207-000,4201 S CLEMENT AV,Cottage,1925,1.0,832,Aluminum / Vinyl,3,1,0,"6,000",2016-01,"94,500",4700,14
539-0034-000,1317 E OKLAHOMA AV,Dplx Bungalow,1927,1.5,"2,066",Brick,3,2,1,"3,828",2016-02,"160,000",4580,14
499-0316-000,2542 S BURRELL ST,Dplx Bungalow,1926,1.5,"1,907",Aluminum / Vinyl,4,2,0,"3,120",2016-02,"172,000",4910,14
540-0836-000,1924 E EUCLID AV,Duplex N/S,1953,2.0,"1,688",Aluminum / Vinyl,4,2,0,"5,130",2016-02,"140,000",4610,14
504-0682-000,2828 S PINE AV,Duplex O/S,1923,1.5,"3,319",Stone,4,2,1,"5,535",2016-03,"253,000",4500,14
499-0736-000,2525 S KINNICKINNIC AV,Duplex O/S,1890,1.5,"2,832",Aluminum / Vinyl,4,2,0,"7,750",2016-03,"270,000",4910,14
506-9998-000,2836 S CHASE AV,Duplex O/S,1908,2.0,"2,790",Frame,4,3,0,"5,170",2016-01,"100,000",4910,14
539-0714-000,3174 S HERMAN ST,Duplex O/S,1875,1.5,"2,103",Brick,4,2,0,"5,125",2016-02,"220,500",4580,14
507-0875-000,3066 S 9TH ST,Duplex O/S,1895,1.5,"1,474",Aluminum / Vinyl,4,2,0,"7,198",2016-02,"67,000",4180,14
538-0213-000,3133 S GRIFFIN AV,Duplex O/S,1900,2.0,"1,352",Aluminum / Vinyl,4,2,0,"1,290",2016-02,"89,000",4580,14
546-0439-000,3836 S KANSAS AV,Duplex O/S,1942,1.5,"1,194",Aluminum / Vinyl,3,2,0,"5,250",2016-02,"136,000",4620,14
540-0735-000,3284 S KINNICKINNIC AV,Milwaukee Bungalow,1926,1.0,"1,621",Aluminum / Vinyl,3,1,1,"4,400",2016-03,"172,300",4600,14
541-0863-000,3342 S NEW YORK AV,Milwaukee Bungalow,1923,1.5,"1,374",Aluminum / Vinyl,3,1,1,"3,600",2016-03,"199,900",4600,14
539-0745-000,3157 S HERMAN ST,Milwaukee Bungalow,1925,1.0,"1,340",Aluminum / Vinyl,3,1,0,"3,690",2016-03,"178,000",4580,14
504-0621-000,2767 S HERMAN ST,Milwaukee Bungalow,1927,1.0,"1,274",Aluminum / Vinyl,3,1,0,"2,670",2016-02,"170,000",4500,14
507-0897-000,3031 S 7TH ST,Milwaukee Bungalow,1924,1.0,"1,264",Frame,4,1,0,"3,660",2016-01,"81,000",4180,14
539-0517-000,3260 S LOGAN AV,Milwaukee Bungalow,1929,1.0,"1,252",Brick,3,1,0,"4,920",2016-03,"208,000",4580,14
535-0534-000,1419 W OKLAHOMA AV,Milwaukee Bungalow,1924,1.0,"1,149",Aluminum / Vinyl,3,1,0,"3,960",2016-03,"65,000",4520,14
581-0098-000,420 E NORWICH ST,Milwaukee Bungalow,1929,1.0,"1,138",Frame,4,1,1,"5,560",2016-03,"125,000",4700,14
540-0401-000,3123 S PENNSYLVANIA AV,Milwaukee Bungalow,1926,1.0,"1,111",Aluminum / Vinyl,2,1,0,"4,680",2016-03,"130,000",4600,14
536-1429-000,3119 S 11TH ST,Milwaukee Bungalow,1925,1.0,"1,042",Aluminum / Vinyl,2,1,0,"4,880",2016-01,"83,078",4520,14
548-9906-000,3575 S HOWELL AV,Milwaukee Bungalow,1925,1.0,"1,024",Aluminum / Vinyl,3,1,0,"4,000",2016-03,"85,000",4620,14
540-1315-000,2206 E VOLLMER AV,Milwaukee Bungalow,1918,1.0,908,Aluminum / Vinyl,2,1,0,"3,750",2016-03,"144,900",4610,14
548-0356-100,3834 S GRIFFIN AV,Ranch,1956,1.0,"1,053",Aluminum / Vinyl,3,1,1,"9,239",2016-01,"155,000",4620,14
548-0310-000,3656 S ADAMS CT,Ranch,1956,1.0,"1,048",Frame,3,1,0,"6,350",2016-02,"90,000",4620,14
582-9909-200,4252 S HERMAN ST,Ranch,1960,1.0,974,Aluminum / Vinyl,3,1,0,"3,979",2016-01,"99,000",4700,14
539-0217-000,3431 S NEVADA ST,Ranch,1955,1.0,964,Brick,3,2,0,"4,750",2016-02,"100,000",4580,14
538-0088-000,3400 S ADAMS AV,Ranch,1955,1.0,943,Brick,3,1,0,"7,080",2016-02,"108,400",4580,14
539-1035-000,3509 S CLEMENT AV,Ranch,1950,1.0,894,Aluminum / Vinyl,2,1,0,"6,532",2016-02,"107,000",4620,14
538-1012-000,3409 S GRIFFIN AV,Ranch,1955,1.0,830,Aluminum / Vinyl,2,1,0,"4,459",2016-01,"108,800",4580,14
547-0423-000,3606 S LENOX ST,Ranch,1937,1.0,748,Aluminum / Vinyl,2,1,0,"3,720",2016-01,"100,000",4620,14
539-9969-000,3231 S CLEMENT AV,Residence O/S,1888,2.0,"2,045",Aluminum / Vinyl,4,1,1,"12,000",2016-03,"295,000",4580,14
503-1174-000,2969 S SUPERIOR ST,Residence O/S,1910,2.0,"1,903",Aluminum / Vinyl,3,1,0,"5,265",2016-03,"365,000",4560,14
541-0906-000,3461 S NEW YORK AV,Residence O/S,1915,1.5,"1,861",Aluminum / Vinyl,3,3,0,"3,570",2016-02,"312,500",4600,14
499-1415-000,216 E SMITH ST,Residence O/S,1889,2.0,"1,840",Aluminum / Vinyl,4,2,0,"3,180",2016-02,"270,000",4910,14
499-0302-000,2505 S AUSTIN ST,Residence O/S,1886,1.5,"1,728",Aluminum / Vinyl,4,1,1,"3,120",2016-02,"189,100",4910,14
503-0102-000,3012 S ELLEN ST,Residence O/S,1895,1.5,"1,720",Frame,3,1,1,"2,880",2016-01,"122,500",4610,14
503-0941-100,2948 S DELAWARE AV,Residence O/S,1910,2.0,"1,665",Block,4,2,0,"7,020",2016-02,"238,000",4540,14
503-0088-000,1919 E BENNETT AV,Residence O/S,1915,1.5,"1,557",Aluminum / Vinyl,4,2,0,"5,400",2016-01,"210,000",4610,14
548-0061-000,3744 S AUSTIN ST,Residence O/S,1922,1.5,"1,533",Aluminum / Vinyl,3,2,0,"8,280",2016-02,"162,000",4620,14
536-1715-000,3121 S 7TH ST,Residence O/S,1927,1.0,"1,526",Aluminum / Vinyl,4,1,0,"4,880",2016-01,"117,000",4520,14
466-1223-000,2151 S MOUND ST,Residence O/S,1900,1.5,"1,438",Frame,3,2,0,"4,290",2016-03,"167,500",4510,14
503-0465-000,2759 S ELLEN ST,Residence O/S,1898,2.0,"1,368",Aluminum / Vinyl,3,1,1,"4,290",2016-02,"146,000",4540,14
546-0388-000,3730 S BRUST AV,Residence O/S,1924,1.0,"1,298",Frame,3,2,0,"3,600",2016-02,"65,000",4620,14
547-9959-000,1220 E WARNIMONT AV,Residence O/S,1923,1.0,"1,294",Aluminum / Vinyl,3,1,0,"3,531",2016-03,"190,500",4620,14
540-0606-000,2348 E EUCLID AV,Residence O/S,1916,1.5,"1,263",Aluminum / Vinyl,2,2,0,"3,510",2016-01,"199,000",4600,14
499-0279-000,2523 S GREELEY ST,Residence O/S,1900,1.0,928,Aluminum / Vinyl,3,1,0,"3,825",2016-01,"61,950",4910,14
