Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
388-1720-000,2932 W STATE ST,Colonial,1910,2.0,"4,079",Masonry / Frame,7,3,0,"6,600",2015-11,"235,500",2300,4
401-0213-000,3406 W ST PAUL AV,Colonial,1905,2.0,"1,698",Aluminum / Vinyl,4,2,0,"5,400",2015-05,"86,000",2160,4
363-3223-000,1821 W MC KINLEY AV,Colonial,2006,2.0,"1,583",Aluminum / Vinyl,3,2,0,"4,499",2015-12,"108,900",3040,4
389-1526-000,853 N 21ST ST,Cottage,1856,1.0,880,Aluminum / Vinyl,3,1,0,"2,700",2015-02,"50,000",3040,4
364-2503-000,1246 N 26TH ST,Cottage,1875,1.0,796,Aluminum / Vinyl,2,1,0,"3,300",2015-05,"18,000",3040,4
364-1425-000,2465 W MC KINLEY AV,Cottage,1900,1.0,700,Aluminum / Vinyl,2,1,0,"3,750",2015-12,"19,000",3040,4
389-1123-000,1035 N 21ST ST,Duplex O/S,1897,2.0,"3,918",Frame,6,2,0,"4,608",2015-08,"115,000",3040,4
401-0138-000,424 N 32ND ST,Duplex O/S,1913,2.0,"2,967",Frame,6,3,0,"4,375",2015-10,"55,000",2160,4
365-1394-000,3317 W MC KINLEY BL,Duplex O/S,1909,2.0,"2,860",Frame,6,2,0,"5,250",2015-05,"69,900",2300,4
364-1458-000,1242 N 24TH PL,Duplex O/S,1904,2.0,"2,796",Brick,6,2,0,"2,100",2015-08,"39,000",3040,4
401-0044-000,3001 W ST PAUL AV,Duplex O/S,1899,2.0,"2,784",Aluminum / Vinyl,6,2,0,"3,600",2015-06,"75,000",2160,4
364-1503-000,2109 W MC KINLEY AV,Duplex O/S,1914,2.0,"2,646",Aluminum / Vinyl,4,3,0,"4,800",2015-07,"113,635",3040,4
389-1593-000,2217 W WELLS ST,Duplex O/S,1880,2.0,"1,452",Frame,2,2,0,"1,288",2015-04,"22,750",3040,4
401-0121-000,3002 W ST PAUL AV,Milwaukee Bungalow,1924,1.0,"1,282",Aluminum / Vinyl,4,1,0,"4,560",2015-03,"73,000",2160,4
363-3229-000,1727 W MC KINLEY AV,Ranch,2011,1.0,"1,568",Aluminum / Vinyl,3,2,1,"5,397",2015-08,"122,000",3040,4
388-1539-000,2836 W STATE ST,Residence O/S,1889,2.0,"2,861",Aluminum / Vinyl,4,1,0,"8,250",2015-08,"145,000",2300,4
389-0506-000,814 N 26TH ST,Residence O/S,1890,2.0,"2,700",Frame,4,1,1,"5,200",2015-02,"95,000",3040,4
388-0671-000,3303 W KILBOURN AV,Residence O/S,1895,2.0,"2,671",Aluminum / Vinyl,4,2,0,"5,040",2015-05,"152,000",2300,4
401-0603-000,3205 W MICHIGAN ST,Residence O/S,1908,2.0,"2,499",Aluminum / Vinyl,6,1,1,"5,040",2015-09,"63,000",2160,4
388-0678-000,832 N 34TH ST,Residence O/S,1900,2.0,"2,440",Frame,4,2,1,"4,920",2015-08,"132,900",2300,4
388-1414-100,3022 W STATE ST,Residence O/S,1905,2.0,"2,387",Brick,3,2,0,"12,375",2015-02,"143,000",2300,4
364-1456-000,2425 W MC KINLEY AV,Residence O/S,1895,2.0,"2,212",Frame,5,2,0,"5,625",2015-11,"16,000",3040,4
389-0203-000,1003 N 21ST ST,Residence O/S,1906,2.0,"2,031",Aluminum / Vinyl,7,2,0,"2,040",2015-04,"36,000",3040,4
389-0202-000,1011 N 21ST ST,Residence O/S,1906,2.0,"2,026",Aluminum / Vinyl,7,2,0,"2,000",2015-04,"34,000",3040,4
388-0672-000,3307 W KILBOURN AV,Residence O/S,1920,1.5,"1,963",Frame,4,2,0,"5,400",2015-09,"126,000",2300,4
389-1147-000,1118 N 22ND ST,Residence O/S,1908,2.0,"1,920",Aluminum / Vinyl,5,1,0,"4,200",2015-07,"40,000",3040,4
365-0102-000,2719 W MC KINLEY BL,Residence O/S,1898,2.0,"1,882",Aluminum / Vinyl,4,1,1,"3,960",2015-01,"106,300",2300,4
389-1503-000,2035 W WELLS ST,Residence O/S,1890,1.5,"1,837",Aluminum / Vinyl,4,2,0,"2,560",2015-12,"160,000",3040,4
