Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
354-1265-000,2019 N BUFFUM ST,Colonial,2004,2.0,"2,164",Fiber-Cement,3,2,1,"5,361",2015-07,"305,000",2910,6
322-0494-100,2504 N PALMER ST,Colonial,2002,2.0,"1,814",Fiber-Cement,3,2,0,"6,000",2015-11,"142,900",2920,6
321-1811-100,2736 N BUFFUM ST,Cottage,1874,1.0,"1,353",Aluminum / Vinyl,3,1,0,"5,520",2015-11,"15,000",2930,6
312-2008-000,2728 N 7TH ST,Cottage,1895,1.0,900,Aluminum / Vinyl,2,1,0,"4,500",2015-10,"14,000",2930,6
314-0707-100,2749 N PIERCE ST,Cottage,1895,1.0,656,Frame,2,1,0,"3,900",2015-11,"76,500",2890,6
271-0918-000,3706 N 17TH ST,Dplx Bungalow,1922,2.0,"2,336",Aluminum / Vinyl,4,2,0,"4,940",2015-10,"38,000",2860,6
270-1909-000,3855 N 23RD ST,Dplx Bungalow,1924,1.5,"2,319",Aluminum / Vinyl,4,2,0,"4,905",2015-11,"17,000",2840,6
284-2115-000,3422 N 15TH ST,Dplx Bungalow,1916,2.0,"2,224",Aluminum / Vinyl,4,2,0,"4,480",2015-09,"31,100",2850,6
284-1217-000,3448 N TEUTONIA AV,Dplx Bungalow,1913,2.0,"2,163",Aluminum / Vinyl,4,2,0,"4,526",2015-06,"24,300",2850,6
275-0121-000,1170 E SINGER CR,Dplx Bungalow,1927,1.5,"2,157",Brick,3,2,0,"8,400",2015-06,"185,000",3320,6
272-0546-000,3728 N 10TH ST,Dplx Bungalow,1925,1.5,"2,036",Frame,4,2,0,"3,750",2015-06,"35,000",2860,6
271-2604-000,3834 N 19TH PL,Dplx Bungalow,1922,1.5,"2,028",Frame,4,2,0,"5,000",2015-11,"5,000",2860,6
313-0579-000,217 E CHAMBERS ST,Dplx Bungalow,1924,2.0,"1,952",Aluminum / Vinyl,4,2,0,"4,200",2015-03,"20,500",2930,6
271-2208-000,3605 N 19TH ST,Dplx Bungalow,1919,1.5,"1,838",Aluminum / Vinyl,3,2,0,"5,684",2015-11,"18,000",2860,6
270-1540-000,3736 N 23RD ST,Dplx Bungalow,1924,1.5,"1,824",Aluminum / Vinyl,3,2,0,"6,290",2015-09,"8,000",2840,6
271-2713-000,3512 N 20TH ST,Dplx Bungalow,1919,1.5,"1,823",Aluminum / Vinyl,4,2,0,"4,600",2015-11,"20,000",2860,6
270-2008-000,3613 N 23RD ST,Dplx Bungalow,1917,1.5,"1,786",Aluminum / Vinyl,4,2,0,"4,070",2015-09,"30,000",2840,6
271-2581-000,1916 W MELVINA ST,Duplex N/S,1966,2.0,"1,952",Aluminum / Vinyl,6,2,0,"3,600",2015-11,"20,300",2860,6
354-0051-200,406 E GARFIELD AV,Duplex O/S,1897,2.0,"3,448",Aluminum / Vinyl,8,2,0,"3,780",2015-10,"74,900",2910,6
321-1554-000,2568 N BUFFUM ST,Duplex O/S,1912,2.0,"3,008",Frame,6,2,0,"6,000",2015-09,"51,000",2920,6
322-0014-000,2507 N 1ST ST,Duplex O/S,1892,2.0,"3,004",Aluminum / Vinyl,6,2,0,"5,100",2015-12,"70,000",2920,6
314-0850-000,2804 N BOOTH ST,Duplex O/S,1894,2.0,"2,712",Aluminum / Vinyl,8,2,0,"3,600",2015-05,"156,500",2810,6
354-0025-000,2207 N BOOTH ST,Duplex O/S,1890,2.0,"2,440",Aluminum / Vinyl,4,2,0,"2,690",2015-02,"149,000",2810,6
354-0108-000,313 E GARFIELD AV,Duplex O/S,1924,2.0,"2,304",Aluminum / Vinyl,4,2,0,"3,600",2015-08,"110,000",2910,6
314-0912-000,2948 N BOOTH ST,Duplex O/S,1912,2.0,"2,272",Frame,6,2,0,"3,960",2015-01,"161,000",2800,6
283-0414-000,3283 N 10TH ST,Duplex O/S,1898,2.0,"2,088",Aluminum / Vinyl,4,2,0,"3,750",2015-08,"35,000",2850,6
354-0195-000,2047 N BOOTH ST,Duplex O/S,1900,2.0,"2,028",Aluminum / Vinyl,3,2,0,"3,690",2015-12,"137,800",2810,6
