Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
315-0902-000,1224 E ROADSMEET ST,Cape Cod,1945,1.0,"1,176",Brick,3,1,0,"5,040",2016-01,"164,000",3320,3
315-0703-100,2915 N DOUSMAN ST,Colonial,1896,2.0,"2,463",Masonry / Frame,3,1,1,"15,000",2016-03,"293,000",3320,3
314-1262-000,708 E HADLEY ST,Colonial,2009,2.0,"1,382",Fiber-Cement,2,1,1,"2,573",2016-02,"195,000",2890,3
320-0611-200,2564 N NEWHALL ST,Cottage,1901,1.5,"1,748",Aluminum / Vinyl,3,2,0,"3,000",2016-01,"280,000",3190,3
360-0419-000,1612 N ASTOR ST,Cottage,1900,1.0,963,Frame,2,1,0,"3,840",2016-02,"55,000",3240,3
280-9985-000,3272 N HUMBOLDT BL,Dplx Bungalow,1928,2.0,"2,680",Aluminum / Vinyl,5,2,0,"15,105",2016-01,"271,000",3320,3
316-0509-000,2935 N DOWNER AV,Duplex O/S,1915,2.0,"3,494",Stucco,8,3,0,"4,880",2016-01,"257,500",3060,3
316-0956-000,2953 N MARYLAND AV,Duplex O/S,1911,2.0,"3,423",Aluminum / Vinyl,7,2,1,"5,160",2016-01,"295,000",3160,3
355-1204-000,2100 N OAKLAND AV,Duplex O/S,1896,2.0,"2,906",Aluminum / Vinyl,7,3,0,"4,080",2016-01,"259,000",3190,3
280-1098-000,3237 N BARTLETT AV,Duplex O/S,1895,2.0,"2,448",Aluminum / Vinyl,4,2,0,"7,200",2016-02,"282,000",3150,3
320-0203-000,2564 N HUMBOLDT BL,Duplex O/S,1890,1.5,"2,219",Aluminum / Vinyl,5,3,0,"3,600",2016-03,"95,000",3330,3
360-0017-000,1631 N VAN BUREN ST,Duplex O/S,1860,1.5,"1,799",Aluminum / Vinyl,4,2,0,"4,800",2016-01,"232,000",3240,3
320-0240-000,1221 E CLARKE ST,Duplex O/S,1890,1.5,"1,796",Fiber-Cement,4,2,1,"2,730",2016-02,"175,000",3330,3
314-0515-000,2758 N FRATNEY ST,Duplex O/S,1909,2.0,"1,606",Frame,4,2,0,"3,600",2016-03,"129,000",2890,3
354-0673-000,1821 N HUMBOLDT AV,Duplex-Cottage,1895,2.0,"2,116",Frame,5,2,1,"6,000",2016-03,"155,000",3240,3
315-0440-000,3007 N NEWHALL ST,Milwaukee Bungalow,1914,1.5,"2,392",Frame,4,1,0,"4,484",2016-02,"235,000",3150,3
279-0179-000,3249 N CRAMER ST,Milwaukee Bungalow,1920,1.0,"1,918",Aluminum / Vinyl,4,2,0,"5,400",2016-03,"295,000",3160,3
316-0502-000,2506 E LOCUST ST,Residence O/S,1902,2.0,"3,480",Aluminum / Vinyl,6,2,0,"5,490",2016-03,"420,000",3160,3
316-0073-000,2823 N CRAMER ST,Residence O/S,1905,2.0,"1,847",Frame,5,1,0,"3,600",2016-03,"154,000",3160,3
278-0038-000,3124 N HACKETT AV,Residence O/S,1905,2.0,"1,809",Frame,3,1,1,"4,800",2016-01,"311,500",3060,3
355-0452-000,2023 N NEWHALL ST,Residence O/S,1895,1.5,"1,687",Stucco,3,2,0,"3,030",2016-03,"150,000",3190,3
319-0526-000,1924 E BRADFORD AV,Residence O/S,1921,1.5,"1,321",Aluminum / Vinyl,3,1,0,"2,035",2016-03,"175,000",3170,3
315-0138-000,1711 E RIVERSIDE PL,Residence O/S,1905,1.5,"1,316",Aluminum / Vinyl,3,1,0,"3,000",2016-03,"200,000",3190,3
314-0303-000,2850 N FRATNEY ST,Residence O/S,1895,1.0,"1,310",Aluminum / Vinyl,4,1,0,"3,600",2016-03,"140,000",2890,3
321-0828-000,2540 N PIERCE ST,Residence O/S,1889,1.0,"1,252",Aluminum / Vinyl,4,1,0,"3,172",2016-03,"139,500",2890,3
360-0024-100,624 E PLEASANT ST,Residence O/S,1885,2.0,"1,235",Aluminum / Vinyl,3,1,0,"4,683",2016-02,"180,000",3240,3
280-1031-000,3118 N NEWHALL ST,Residence O/S,1923,1.5,932,Aluminum / Vinyl,3,1,0,"3,600",2016-02,"146,700",3150,3
314-0054-000,724 E CENTER ST,Rm or Rooming House,1895,2.0,"1,984",Aluminum / Vinyl,4,2,0,0,2016-01,"229,400",2890,3
320-1406-000,1117 E WALWORTH ST,Triplex,1912,2.0,"2,166",Aluminum / Vinyl,5,3,1,"3,990",2016-03,"220,000",3330,3
318-0026-000,2626 N TERRACE AV,Tudor,1925,2.0,"3,767",Brick,4,3,1,"6,090",2016-02,"773,200",3060,3
