Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
458-1268-000,1605 S 29TH ST,Colonial,2005,2.0,"1,840",Aluminum / Vinyl,3,1,1,"6,110",2016-01,"112,300",4060,8
470-2375-000,2074 S LAYTON BL,Dplx Bungalow,1913,2.0,"2,910",Masonry / Frame,6,2,0,"3,196",2016-03,"117,000",4000,8
494-0706-000,3129 W LINCOLN AV,Dplx Bungalow,1922,2.0,"2,808",Aluminum / Vinyl,4,2,0,"4,920",2016-02,"85,000",4000,8
435-0908-000,1237 S LAYTON BL,Dplx Bungalow,1921,1.0,"2,402",Brick,3,2,1,"5,715",2016-03,"153,200",4000,8
470-9956-000,2134 W LINCOLN AV,Duplex O/S,1892,2.0,"2,160",Frame,4,2,0,"3,900",2016-02,"30,000",4120,8
470-0048-000,2113 W VILTER LA,Duplex O/S,1905,2.0,"2,088",Frame,4,0,0,"2,820",2016-03,"60,000",4120,8
472-9932-100,2255 S 37TH ST,Duplex O/S,1920,2.0,"1,766",Aluminum / Vinyl,4,2,0,"4,840",2016-02,"100,000",4000,8
469-2251-000,1922 S 20TH ST,Duplex O/S,1916,2.0,"1,620",Aluminum / Vinyl,4,0,2,"4,290",2016-02,"80,000",4120,8
471-1048-000,1950 S 31ST ST,Duplex O/S,1912,2.0,"1,408",Aluminum / Vinyl,4,2,1,"3,600",2016-02,"62,000",4000,8
435-0165-000,3212 W NATIONAL AV,Milwaukee Bungalow,1923,1.0,"1,398",Stucco,4,1,0,"4,480",2016-03,"80,000",4060,8
436-0120-000,724 S 38TH ST,Milwaukee Bungalow,1930,1.0,"1,168",Aluminum / Vinyl,3,2,0,"3,540",2016-03,"100,000",4060,8
435-1016-000,1002 S 34TH ST,Residence O/S,1893,2.0,"1,637",Aluminum / Vinyl,3,1,1,"3,959",2016-01,"89,900",4060,8
436-0535-000,1216 S 36TH ST,Residence O/S,1910,2.0,"1,393",Frame,3,1,0,"3,332",2016-01,"46,500",4060,8
494-0231-000,2653 S 30TH ST,Residence O/S,1923,1.0,"1,150",Aluminum / Vinyl,3,1,0,"3,600",2016-03,"56,000",4000,8
459-1430-000,1559 S 26TH ST,Residence O/S,1905,1.0,"1,102",Aluminum / Vinyl,3,1,0,"6,500",2016-01,"40,000",4100,8
436-0123-000,712 S 38TH ST,Residence O/S,1929,1.0,901,Aluminum / Vinyl,2,1,0,"3,540",2016-01,"61,000",4060,8
434-0202-000,1026 S 23RD ST,Rm or Rooming House,1906,2.0,"2,451",Frame,6,2,0,0,2016-03,"36,000",4050,8
