Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
468-0328-000,2028 S 8TH ST,Cape Cod,1981,1.5,"2,102",Frame,3,1,2,"4,290",2015-09,"50,000",4120,12
460-0170-000,2026 S 14TH ST,Colonial,2014,2.0,"1,892",Aluminum / Vinyl,4,2,0,"4,200",2015-09,"109,900",4120,12
468-0431-000,1977 S 11TH ST,Colonial,2010,2.0,"1,868",Aluminum / Vinyl,4,2,0,"4,230",2015-06,"100,000",4120,12
496-0808-000,2324 S 14TH ST,Cottage,1903,1.0,"1,392",Aluminum / Vinyl,4,1,0,"4,050",2015-02,"49,900",4160,12
496-1539-100,2771 S 15TH PL,Cottage,1900,1.5,"1,383",Aluminum / Vinyl,3,1,0,"5,640",2015-08,"85,000",4160,12
433-0815-000,1313 S 15TH ST,Cottage,1900,2.0,"1,320",Aluminum / Vinyl,4,1,0,"3,840",2015-11,"55,100",4040,12
462-0404-000,1513 S 2ND ST,Cottage,1890,1.5,"1,188",Aluminum / Vinyl,3,1,0,"3,500",2015-04,"49,000",4020,12
431-0217-120,1133 S 3RD ST,Cottage,1880,1.0,"1,177",Aluminum / Vinyl,3,1,0,"1,800",2015-10,"45,000",4020,12
468-0326-000,2022 S 8TH ST,Cottage,1880,1.0,"1,103",Aluminum / Vinyl,3,1,0,"4,290",2015-10,"40,000",4120,12
460-1551-000,1632 S MUSKEGO AV,Cottage,1910,1.0,968,Frame,3,1,0,"6,000",2015-01,"52,000",4100,12
433-1237-000,1543 W MINERAL ST,Cottage,1908,1.5,960,Frame,2,1,0,"4,200",2015-05,"45,000",4040,12
461-1127-000,1512 S 9TH ST,Cottage,1900,1.0,920,Frame,3,1,0,"4,230",2015-07,"50,000",4100,12
460-1487-000,1623 S CESAR E CHAVEZ DR,Cottage,1883,1.0,882,Stucco,3,1,0,"6,000",2015-09,"40,000",4100,12
469-0788-000,2254 S 15TH PL,Cottage,1923,1.0,831,Aluminum / Vinyl,3,1,0,"3,840",2015-11,"56,000",4120,12
432-0599-000,1121 W MINERAL ST,Cottage,1880,1.0,740,Aluminum / Vinyl,2,1,0,"3,500",2015-06,"32,000",4040,12
432-0699-100,921A W WALKER ST,Cottage,1900,1.0,703,Frame,2,1,0,"1,728",2015-10,"25,000",4040,12
433-1310-000,914 S 20TH ST,Dplx Bungalow,1915,1.5,"2,664",Frame,5,2,0,"4,625",2015-10,"51,000",4050,12
460-1630-000,1554 S 20TH ST,Dplx Bungalow,1920,1.5,"1,795",Stone,4,2,0,"3,224",2015-09,"48,000",4100,12
431-1281-000,922 S 3RD ST,Duplex O/S,1911,2.5,"3,417",Brick,2,2,2,"4,176",2015-09,"325,000",4020,12
468-0552-000,2100 S 7TH ST,Duplex O/S,1913,2.0,"2,584",Aluminum / Vinyl,5,2,0,"4,964",2015-12,"60,000",4120,12
496-0320-000,2400 S 19TH ST,Duplex O/S,1922,2.0,"2,296",Frame,6,2,0,"3,600",2015-03,"59,000",4160,12
468-9997-000,2105 S 10TH ST,Duplex O/S,1904,2.0,"2,240",Aluminum / Vinyl,4,2,0,"3,600",2015-03,"65,900",4120,12
462-0415-000,1520 S 4TH ST,Duplex O/S,1900,2.0,"2,220",Aluminum / Vinyl,4,2,0,"3,500",2015-05,"44,000",4020,12
468-0948-000,2254 S 12TH ST,Duplex O/S,1888,2.0,"2,220",Frame,5,2,0,"4,200",2015-06,"50,000",4120,12
496-1059-000,2434 S 14TH ST,Duplex O/S,1904,1.5,"2,181",Aluminum / Vinyl,5,2,0,"4,050",2015-07,"90,000",4160,12
496-0649-000,2344 S 16TH ST,Duplex O/S,1916,2.0,"2,161",Aluminum / Vinyl,6,2,0,"2,850",2015-04,"80,000",4160,12
433-1986-000,1016 S 20TH ST,Duplex O/S,1890,2.0,"2,112",Aluminum / Vinyl,6,2,0,"3,750",2015-02,"47,000",4050,12
497-0716-000,2565 S 11TH ST,Duplex O/S,1923,2.0,"2,100",Aluminum / Vinyl,4,2,0,"3,600",2015-10,"92,000",4160,12
468-1636-000,2046-S S 8TH ST,Duplex O/S,1891,1.5,"2,061",Aluminum / Vinyl,4,2,0,"8,580",2015-03,"65,000",4120,12
469-2213-000,1834 W ROGERS ST,Duplex O/S,1911,2.0,"1,882",Aluminum / Vinyl,4,2,0,"3,600",2015-11,"65,000",4120,12
468-1279-000,2007 S 12TH ST,Duplex O/S,1921,1.5,"1,832",Frame,3,2,0,"5,336",2015-12,"38,500",4120,12
460-1349-000,1423 S COMSTOCK AV,Duplex O/S,1900,1.5,"1,731",Aluminum / Vinyl,5,2,0,"3,600",2015-09,"63,000",4100,12
469-2615-000,1962-A S CONGO AV,Duplex O/S,1912,2.0,"1,628",Aluminum / Vinyl,4,2,0,"3,600",2015-10,"71,000",4120,12
497-0698-000,2506 S 11TH ST,Duplex O/S,1910,2.0,"1,496",Aluminum / Vinyl,4,2,1,"3,600",2015-07,"50,000",4160,12
432-0663-000,916 S 11TH ST,Duplex O/S,1885,1.5,"1,335",Aluminum / Vinyl,4,2,0,"1,050",2015-01,"40,000",4040,12
432-0636-000,1125 W WALKER ST,Duplex-Cottage,1884,1.0,"2,478",Aluminum / Vinyl,5,2,0,"4,100",2015-12,"53,000",4040,12
469-0608-000,2217-A S 14TH ST,Duplex-Cottage,1884,1.0,"2,398",Aluminum / Vinyl,7,2,0,"4,200",2015-10,"40,000",4120,12
496-1216-000,2443 S 17TH ST,Duplex-Cottage,1890,1.0,"1,931",Aluminum / Vinyl,5,2,0,"3,060",2015-03,"31,500",4160,12
460-1557-000,1600 S MUSKEGO AV,Duplex-Cottage,1890,2.0,"1,910",Aluminum / Vinyl,5,2,0,"3,000",2015-09,"65,000",4100,12
469-2737-000,2169 S 16TH ST,Duplex-Cottage,1890,1.0,"1,901",Aluminum / Vinyl,6,2,0,"3,180",2015-09,"8,500",4120,12
496-1536-000,2755 S 15TH PL,Duplex-Cottage,1895,1.0,"1,823",Frame,5,2,0,"3,760",2015-02,"53,000",4160,12
460-1125-000,1534 S CESAR E CHAVEZ DR,Duplex-Cottage,1892,1.5,"1,732",Aluminum / Vinyl,4,2,0,"3,180",2015-02,"35,000",4100,12
496-1037-000,2461 S 14TH ST,Duplex-Cottage,1907,1.0,"1,674",Aluminum / Vinyl,4,2,0,"4,140",2015-12,"43,500",4160,12
460-0226-000,1338 W WINDLAKE AV,Duplex-Cottage,1890,1.5,"1,470",Aluminum / Vinyl,3,2,0,"1,700",2015-12,"21,100",4120,12
468-0977-000,2214 S 11TH ST,Milwaukee Bungalow,1925,1.0,854,Frame,3,1,0,"1,860",2015-10,"36,200",4120,12
469-1706-000,2068 S 16TH ST,Residence O/S,1894,1.0,"2,019",Frame,4,3,0,"2,280",2015-12,"16,000",4120,12
