Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
305-0722-000,2803 N 70TH ST,Cape Cod,1935,1.0,"1,444",Masonry / Frame,3,1,1,"5,264",2016-01,"156,000",1980,10
304-0150-000,2900 N 74TH ST,Cape Cod,1950,1.0,"1,393",Brick,3,1,1,"5,400",2016-02,"163,000",2080,10
304-0408-000,2854 N LEFEBER AV,Cape Cod,1946,1.0,"1,149",Stone,3,1,0,"7,440",2016-02,"155,000",1980,10
304-0169-000,2960 N 75TH ST,Cape Cod,1950,1.0,"1,088",Brick,3,1,0,"5,400",2016-01,"105,400",2080,10
305-0896-000,6614 W CHAMBERS ST,Cape Cod,1949,1.0,"1,050",Stone,3,1,0,"5,760",2016-01,"95,000",1870,10
367-0489-000,4811 W WASHINGTON BL,Colonial,1928,2.0,"3,593",Brick,3,3,1,"7,800",2016-03,"460,000",2580,10
289-0416-000,5612 W AUER AV,Colonial,1934,2.0,"1,796",Brick,4,1,1,"4,800",2016-01,"100,000",1850,10
305-0498-000,2845 N 72ND ST,Colonial,1949,2.0,"1,527",Stone,3,1,2,"5,480",2016-03,"150,000",1980,10
420-0292-000,437 S 65TH ST,Cottage,1924,1.0,958,Aluminum / Vinyl,3,1,1,"4,960",2016-01,"87,500",2710,10
329-1118-000,2616 N 56TH ST,Cottage,1920,1.0,956,Frame,3,1,0,"4,200",2016-02,"7,000",1880,10
306-0419-100,3022 N 53RD ST,Dplx Bungalow,1928,2.0,"2,872",Aluminum / Vinyl,5,2,0,"9,600",2016-01,"107,000",1860,10
346-0605-000,1819 N 54TH ST,Dplx Bungalow,1923,2.0,"2,592",Frame,4,2,0,"4,120",2016-03,"189,000",2540,10
368-0679-000,5717 W VLIET ST,Dplx Bungalow,1925,2.0,"2,459",Aluminum / Vinyl,6,2,0,"4,800",2016-01,"139,000",2600,10
330-1233-000,2565 N 60TH ST,Dplx Bungalow,1929,2.0,"2,235",Aluminum / Vinyl,4,2,0,"4,800",2016-01,"148,000",2540,10
306-0506-000,2902 N 55TH ST,Dplx Bungalow,1927,2.0,"2,025",Aluminum / Vinyl,4,2,0,"5,104",2016-02,"74,775",1860,10
346-1857-000,5408 W CHERRY ST,Dplx Bungalow,1911,1.5,"1,583",Aluminum / Vinyl,2,2,0,"4,800",2016-02,"77,000",2600,10
289-0412-000,5538 W AUER AV,Duplex N/S,1946,2.0,"2,354",Stone,4,2,1,"4,800",2016-03,"125,000",1850,10
346-9915-000,2010 N 53RD ST,Milwaukee Bungalow,1922,1.5,"2,155",Stucco,4,2,0,"4,800",2016-03,"192,500",2540,10
330-1211-000,2641 N 60TH ST,Milwaukee Bungalow,1927,1.0,"1,856",Brick,4,2,1,"4,800",2016-02,"155,000",2540,10
304-0217-000,2957 N 75TH ST,Milwaukee Bungalow,1931,1.0,"1,741",Brick,4,2,0,"5,400",2016-02,"162,500",2080,10
