Taxkey,Address,Style,YearBld,Story,FinSqft,Exterior,BedRms,FullBath,HalfBath,LotSqft,SaleDate,Sale $,Nbhd,Ald
459-0942-000,1638 S 23RD ST,Colonial,2012,2.0,"1,860",Aluminum / Vinyl,4,2,0,"4,200",2014-02,"99,000",4120,8
459-0130-000,1511 S 23RD ST,Cottage,1893,1.0,"1,190",Aluminum / Vinyl,3,2,0,"4,260",2014-08,"49,000",4100,8
434-0228-000,2025 W MINERAL ST,Cottage,1887,1.0,959,Aluminum / Vinyl,2,1,1,"3,500",2014-12,"34,000",4050,8
495-0131-000,2913 W LINCOLN AV,Dplx Bungalow,1924,2.0,"2,304",Brick,5,2,0,"3,600",2014-02,"85,000",4000,8
471-1027-000,2036 S 31ST ST,Dplx Bungalow,1914,2.0,"2,240",Aluminum / Vinyl,6,2,0,"3,600",2014-06,"89,900",4000,8
425-9992-000,2006 W PIERCE ST,Dplx Bungalow,1922,2.0,"2,189",Aluminum / Vinyl,4,2,0,"4,550",2014-05,"62,500",4050,8
471-0814-000,2161 S 30TH ST,Dplx Bungalow,1915,1.5,"2,082",Frame,5,2,0,"4,200",2014-12,"89,900",4000,8
435-0841-000,2908 W GREENFIELD AV,Dplx Bungalow,1919,1.5,"2,023",Aluminum / Vinyl,4,2,0,"4,950",2014-05,"65,000",4060,8
435-0841-000,2908 W GREENFIELD AV,Dplx Bungalow,1919,1.5,"2,023",Aluminum / Vinyl,4,2,0,"4,950",2014-10,"86,000",4060,8
457-0002-000,3705 W ORCHARD ST,Dplx Bungalow,1927,1.5,"1,847",Aluminum / Vinyl,4,2,0,"3,750",2014-02,"90,000",4060,8
494-0620-000,2579 S 34TH ST,Dplx Bungalow,1913,1.5,"1,774",Aluminum / Vinyl,4,2,0,"5,400",2014-07,"95,000",4000,8
494-0194-000,2645 S 29TH ST,Dplx Bungalow,1925,1.5,"1,773",Frame,4,2,0,"3,600",2014-12,"79,900",4000,8
458-0846-000,2145 S 31ST ST,Duplex N/S,1945,2.0,"1,726",Brick,4,2,0,"5,760",2014-06,"75,000",4000,8
434-0289-000,1135 S 22ND ST,Duplex O/S,1906,2.0,"2,910",Frame,5,2,0,"7,000",2014-04,"67,500",4050,8
435-1367-000,2904 W NATIONAL AV,Duplex O/S,1903,2.0,"2,568",Aluminum / Vinyl,5,2,0,"6,248",2014-10,"70,000",4060,8
